adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,keywords
b,0,-1.0,null,,null,null,null,i,98000000,9.8E7,null,null,null,null,null,,null,null,null,i,1408,1408.0,null,tt0112760,null,null,null,en,null,null,null,Cutthroat Island,null,null,null,"Morgan Adams and her slave, William Shaw, are on a quest to recover the three portions of a treasure map. Unfortunately, the final portion is held by her murderous uncle, Dawg. Her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. This is made yet more difficult by the efforts of the British crown to end her pirate raids.",null,null,null,d,-1,7.284477,null,/odM9973kIv9hcjfHPp6g6BlyTIJ.jpg,null,null,null,c,-1,-1.0,Carolco Pictures;Laurence Mark Productions;Le Studio Canal+;Metro-Goldwyn-Mayer (MGM),,null,null,null,1995-12-22,null,null,null,i,10017322,1.0017322E7,null,i,119,119.0,null,c,-1,-1.0,en;la,Released,null,null,null,The Course Has Been Set. There Is No Turning Back. Prepare Your Weapons. Summon Your Courage. Discover the Adventure of a Lifetime!,null,null,null,Cutthroat Island,null,null,null,b,0,-1.0,null,d,-1,5.7,null,i,137,137.0,null,c,-1,-1.0,exotic island;map;pirate;scalp;ship;treasure,
b,0,-1.0,null,,null,null,null,i,4000000,4000000.0,null,c,-1,-1.0,Comedy;Crime,,null,null,null,i,5,5.0,null,tt0113101,null,null,null,en,null,null,null,Four Rooms,null,null,null,It's Ted the Bellhop's first night on the job...and the hotel's very unusual guests are about to place him in some outrageous predicaments. It seems that this evening's room service is serving up one unbelievable happening after another.,null,null,null,d,-1,9.026586,null,/eQs5hh9rxrk1m4xHsIz1w11Ngqb.jpg,null,null,null,c,-1,-1.0,A Band Apart;Miramax Films,,null,null,null,1995-12-09,null,null,null,i,4300000,4300000.0,null,i,98,98.0,null,en,null,null,null,Released,null,null,null,"Twelve outrageous guests. Four scandalous requests. And one lone bellhop, in his first day on the job, who's in for the wildest New year's Eve of his life.",null,null,null,Four Rooms,null,null,null,b,0,-1.0,null,d,-1,6.5,null,i,539,539.0,null,c,-1,-1.0,bet;episode film;hoodlum;hotel;hotel room;los angeles;new year's eve;sperm;witch;woman director,
b,0,-1.0,null,,null,null,null,i,0,0.0,null,c,-1,-1.0,Drama;Family;Music,,null,null,null,i,2054,2054.0,null,tt0113862,null,null,null,en,null,null,null,Mr. Holland's Opus,null,null,null,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",null,null,null,d,-1,7.137117,null,/jYEKdpVvRV3KdyHMUVYyg0KTVSY.jpg,null,null,null,c,-1,-1.0,Hollywood Pictures;Interscope Communications;PolyGram Filmed Entertainment;The Charlie Mopic Company,,null,null,null,1995-12-29,null,null,null,i,106269971,1.06269971E8,null,i,137,137.0,null,en,null,null,null,Released,null,null,null,"Of All the Lives He Changed, the One That Changed the Most Was His Own.",null,null,null,Mr. Holland's Opus,null,null,null,b,0,-1.0,null,d,-1,6.9,null,i,115,115.0,null,c,-1,-1.0,apprentice;composer;deaf-mute;disabled;mentor;music;musical;private life,
b,0,-1.0,null,,null,null,null,i,25000000,2.5E7,null,c,-1,-1.0,Comedy;Drama;Romance,,null,null,null,i,1909,1909.0,null,tt0112883,null,null,null,en,null,null,null,Don Juan DeMarco,null,null,null,"John Arnold DeMarco is a man who believes he is Don Juan, the greatest lover in the world. Clad in a cape and mask, DeMarco undergoes psychiatric treatment with Dr. Jack Mickler to cure him of his apparent delusion. But the psychiatric sessions have an unexpected effect on the psychiatric staff and, most profoundly, Dr Mickler, who rekindles the romance in his complacent marriage.",null,null,null,d,-1,7.438934,null,/fe0TuYz9jCKUba2Omj48K8bWJ8z.jpg,null,null,null,c,-1,-1.0,American Zoetrope;New Line Cinema,,null,null,null,1994-10-01,null,null,null,i,22200000,2.22E7,null,i,97,97.0,null,en,null,null,null,Released,null,null,null,The story of the man who thought he was the greatest lover in the world... and the people who tried to cure him of it!,null,null,null,Don Juan DeMarco,null,null,null,b,0,-1.0,null,d,-1,6.3,null,i,184,184.0,null,c,-1,-1.0,don juan;love;mental institution;patient;psychiatrist;sex addiction,
b,0,-1.0,null,,null,null,null,i,60000000,6.0E7,null,c,-1,-1.0,Horror;Romance,,null,null,null,i,628,628.0,null,tt0110148,null,null,null,en,null,null,null,Interview with the Vampire,null,null,null,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.",null,null,null,d,-1,11.970205,null,/hldXwwViSfHJS0kIJr07KBGmHJI.jpg,null,null,null,Geffen Pictures,null,null,null,,null,null,null,1994-11-11,null,null,null,i,223664608,2.23664608E8,null,i,123,123.0,null,c,-1,-1.0,en;fr,Released,null,null,null,Drink from me and live forever,null,null,null,Interview with the Vampire,null,null,null,b,0,-1.0,null,d,-1,7.2,null,i,1558,1558.0,null,c,-1,-1.0,bite;fang vamp;paris;pity;plantation;san francisco;vampire,
b,0,-1.0,null,,null,null,null,i,11000000,1.1E7,null,c,-1,-1.0,Action;Adventure;Science Fiction,http://www.starwars.com/films/star-wars-episode-iv-a-new-hope,null,null,null,i,11,11.0,null,tt0076759,null,null,null,en,null,null,null,Star Wars,null,null,null,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,null,null,null,d,-1,42.149697,null,/btTdmkgIvOi0FFip1sPuZI2oQG6.jpg,null,null,null,c,-1,-1.0,Lucasfilm;Twentieth Century Fox Film Corporation,,null,null,null,1977-05-25,null,null,null,i,775398007,7.75398007E8,null,i,121,121.0,null,en,null,null,null,Released,null,null,null,"A long time ago in a galaxy far, far away...",null,null,null,Star Wars,null,null,null,b,0,-1.0,null,d,-1,8.1,null,i,6778,6778.0,null,c,-1,-1.0,android;death star;empire;galactic war;galaxy;hermit;jedi;lightsaber;planet;rebellion;rescue mission;smuggler;space opera;stormtrooper;the force;totalitarianism,
b,0,-1.0,null,,null,null,null,i,0,0.0,null,Drama,null,null,null,,null,null,null,i,527,527.0,null,tt0110729,null,null,null,en,null,null,null,Once Were Warriors,null,null,null,"A drama about a Maori family lving in Auckland, New Zealand. Lee Tamahori tells the story of Beth Heke’s strong will to keep her family together during times of unemployment and abuse from her violent and alcoholic husband.",null,null,null,d,-1,4.025276,null,/8QF48QS5lvtrhOclt22RFz3bSQm.jpg,null,null,null,c,-1,-1.0,Avalon Studios;New Zealand Film Commission;New Zealand On Air,,null,null,null,1994-09-02,null,null,null,i,2201126,2201126.0,null,i,99,99.0,null,c,-1,-1.0,en;mi,Released,null,null,null,"A family in crisis, a life in chaos... Nothing is more powerful than a mother's love.",null,null,null,Once Were Warriors,null,null,null,b,0,-1.0,null,d,-1,7.6,null,i,106,106.0,null,c,-1,-1.0,alcohol;alcohol abuse;approved school ;crush;despair;domestic violence;funeral;ghetto;incest;independent film;indigenous;individual;lack of prospects;loss of child;maori;maori tradition;new zealand;rape;rebellious youth;slum;strong woman;suicide;tattoo;teacher;tradition;unemployment;violence;violent husband;youth gang,
b,0,-1.0,null,,null,null,null,i,0,0.0,null,c,-1,-1.0,Drama;Mystery;Romance,,null,null,null,i,110,110.0,null,tt0111495,null,null,null,fr,null,null,null,Trois couleurs : Rouge,null,null,null,Red This is the third film from the trilogy by Kieślowski. “Red” meaning brotherliness. Here Kieślowski masterly tells strange coincidentally linked stories in the most packed work.,null,null,null,d,-1,7.832755,null,/77CFEssoKesi4zvtADEpIrSKhA3.jpg,null,null,null,c,-1,-1.0,France 3 Cinéma;Le Studio Canal+;Télévision Suisse-Romande;Zespół Filmowy TOR,,null,null,null,1994-05-27,null,null,null,i,0,0.0,null,i,99,99.0,null,fr,null,null,null,Released,null,null,null,,null,null,null,Three Colors: Red,null,null,null,b,0,-1.0,null,d,-1,7.8,null,i,246,246.0,null,c,-1,-1.0,dog;english channel;geneva;isolation;judge;mannequin;shadowing;travel,
b,0,-1.0,null,,null,null,null,i,3000000,3000000.0,null,c,-1,-1.0,Comedy;Drama;Romance,,null,null,null,i,236,236.0,null,tt0110598,null,null,null,en,null,null,null,Muriel's Wedding,null,null,null,"Muriel’s Wedding is P.J. Hogan’s film debut. A humorous emancipation story of an unemployed woman who evolves from a dreamer into a self sustaining successful woman. An amusing comedy that’s funny, silly, angry and serious.",null,null,null,d,-1,5.254847,null,/qoZShHm8QTrHAR80LypwI0SYp8I.jpg,null,null,null,c,-1,-1.0,Ciby 2000;Film Victoria;House & Moorhouse Films,,null,null,null,1994-09-29,null,null,null,i,15119639,1.5119639E7,null,i,106,106.0,null,en,null,null,null,Released,null,null,null,Success is the best revenge.,null,null,null,Muriel's Wedding,null,null,null,b,0,-1.0,null,d,-1,6.9,null,i,104,104.0,null,c,-1,-1.0,bathing;becoming an adult;boredom;daughter;dream;empowerment;friendship;individual;love of one's life;olympic games;overweight;province;return,
b,0,-1.0,null,,null,null,null,i,18000000,1.8E7,null,c,-1,-1.0,Action;Adventure;Crime;Thriller,,null,null,null,i,2019,2019.0,null,tt0107076,null,null,null,en,null,null,null,Hard Target,null,null,null,"When a woman's father goes missing, she enlist a local to aid in her search.  The pair soon discover that her father has died at the hands of a wealthy sportsman who hunts homeless men as a form of recreation.",null,null,null,d,-1,7.834351,null,/6WEu60V7EzncuFJSVmGJzhFvs4I.jpg,null,null,null,c,-1,-1.0,Alphaville Films;Renaissance Pictures;Universal Pictures,,null,null,null,1993-08-20,null,null,null,i,74189677,7.4189677E7,null,i,97,97.0,null,en,null,null,null,Released,null,null,null,Don't hunt what you can't kill.,null,null,null,Hard Target,null,null,null,b,0,-1.0,null,d,-1,6.1,null,i,237,237.0,null,c,-1,-1.0,drifter;human prey;hunting human beings;mercenary;money;new orleans;sailor;union,
